"{'neg': 0.13, 'neu': 0.83, 'pos': 0.04, 'compound': -0.8779}","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}","{'neg': 0.091, 'neu': 0.824, 'pos': 0.085, 'compound': -0.5245}","{'neg': 0.124, 'neu': 0.831, 'pos': 0.045, 'compound': -0.743}","{'neg': 0.096, 'neu': 0.827, 'pos': 0.077, 'compound': -0.1985}"
"['Mattel Drops After Slump Deepens, Leaving New CEO Scrambling', 'Hasbro makes a play for rival toymaker Mattel. Deal would unite US makers of Nerf guns and Barbie dolls', 'American Girl dolls are dying, and taking Mattel with them', 'Mattel Suspends Dividend, Prepares to Cut $650 Million in Costs as Sales Plunge', ""Watch: Jim Cramer Reacts to Mattel's 'Very Bad' Quarter""]"
